Obs_No,AR #,Obs_Year,Year Live,DaysSinceLive,Reported Number of Employees,EE Year Count,ARR Year Growth,ARR Start,ARR_EndOfYear,BumpOut75K,growth_percent,Product 1,Product 2 ,Product 3,Product 4,Product 5,Product 6,Product 7,Product 8,Product 9,Product 10,Product 11,Product 12,Product 13,Product 14,Product 15,Product 16,Product 17,Product 18,Total Product Count,Industry: Agriculture and Natural Resources,Industry: Construction,Industry: Education,Industry: Finance and Insurance,Industry: Healthcare,Industry: Manufacturing,"Industry: Non-Profits, Membership and Human Services",Industry: Public Sector,Industry: Real Estate,Industry: Restaurants and Hospitality,Industry: Retail,Industry: Sports &Entertainment,"Industry: Technology, Professional, and Business Services",Industry: Transportation and Warehousing ,Industry: Utilities and Mining ,Industry: Wholesale Trade,Category_Account Health,RefNo_Cumulative,Connections Attendance,Training Hours,Training Students,Percent of Book,ACT Score,BI Score,Ave P_Score,Model 
431,IMS1001,1,2012,1979,337,428,4528,61067,65595,0,0.074148067,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,0,136.5,23,1.997476871,130.801903,24.348968,127.3064148,1
432,IND1007,0,2016,16,156,155,-1392,49716,48324,0,-0.027999035,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,25,8,1.159787594,70.855925,6.719536,38.7877305,1
433,IND1007,1,2016,381,156,146,5446,48324,53770,0,0.112697624,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,50.92,21,1.123913583,98.153206,101.193333,67.4942978,1
434,IND1008,1,2016,241,247,247,3876,53772,57648,0,0.072082125,1,1,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,14.5,9,1.502064271,110.340472,34.05905,101.1173927,1
435,IND1010,1,2017,121,209,208,336,60144,60480,0,0.005586592,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,32.84,13,1.494014366,105.92796,4.778164,82.83307883,1
436,ING1000,1,2000,6148,363,432,-2482,29410,26928,0,-0.084393064,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,48,4,3.745715685,165.915168,1.088233,118.842351,1
437,ING1003,0,2016,171,199,260,22056,68880,90936,1,0.320209059,1,0,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,51.5,11,1.31358885,139.791108,23.934021,130.9762944,1
438,INN1001,0,2013,1270,155,111,0,29400,29400,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,15,0,84.5,19,1.076020408,108.995348,369.329708,149.2514073,1
439,INN1001,1,2013,1635,155,126,0,29400,29400,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,19,1,84.5,19,1.221428571,115.019001,284.358811,140.2631219,1
440,INN1003,0,2016,52,164,103,6585,31854,38439,0,0.20672443,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,20,4,1.241665097,47.948696,370.727778,135.4364882,1
441,INN1003,1,2016,417,164,157,10255,38439,48694,0,0.266786337,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,28,10,1.568407087,97.560363,443.141281,149.2937477,1
442,INS1005,0,2010,2340,137,134,504,10386,10890,0,0.048526863,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,53,13,2.786828423,108.37776,1.044294,36.887357,1
443,INS1005,1,2010,2705,137,139,540,10890,11430,0,0.049586777,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,55.5,15,2.757024793,100.357959,1.088233,45.441506,1
444,INS1015,1,2016,361,191,213,-3648,69672,66024,0,-0.052359628,1,0,1,1,1,1,1,1,0,0,0,0,1,1,1,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,23,15,1.577506028,118.078635,62.213694,86.50707488,1
445,INS1017,1,2016,271,131,164,-516,55452,54936,0,-0.009305345,1,0,1,1,1,1,0,0,0,0,0,0,1,1,1,0,0,1,9,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,25,10,1.4550963,137.280743,21.56916,112.565777,1
446,INT1000,0,2005,4137,556,537,3787,73158,76945,1,0.051764674,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.783698089,45.724284,20.609482,33.166883,1
447,INT1028,0,2010,2331,113,110,2830,59784,62614,0,0.04733708,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,230,48,0.723103171,178.251484,455.73785,208.0525641,1
448,INT1028,1,2010,2696,113,110,10129,62614,72743,0,0.161768933,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,5,1,250,56,0.690425083,165.915168,443.141281,254.3654648,1
449,INT1036,0,2013,1068,148,191,1001,52944,53945,0,0.018906769,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,90.5,28,1.287907978,139.186641,47.149885,90.49827117,1
450,INT1036,1,2013,1433,148,167,1664,53945,55609,0,0.030846232,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,93,30,1.105185301,116.802315,30.084918,103.0404853,1
451,INT1037,0,2013,1010,141,160,0,51912,51912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,147,17,0.98936662,178.251484,13.018868,126.9363655,1
452,INT1037,1,2013,1375,141,157,0,51912,51912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,147,17,0.970815996,165.915168,7.698257,125.704742,1
453,IOW1000,0,2011,1942,229,234,5682,69648,75330,1,0.081581668,1,0,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,92,10,1.128876637,116.382512,19.232419,113.6221428,1
454,IRO1002,0,2014,903,73,147,7208,72492,79700,1,0.099431661,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,0,102.5,29,0.821257598,178.251484,12.011835,128.6723593,1
455,ITH1000,0,2012,1481,363,285,22151,74579,96730,1,0.297013905,1,0,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.547684367,88.611065,57.26598,156.3689354,1
456,JAV1000,0,2015,185,215,196,1440,67440,68880,0,0.021352313,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1.325266904,96.314024,137.924194,110.4281452,1
457,JAV1000,1,2015,550,215,204,6783,68880,75663,1,0.09847561,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,1.350522648,101.185238,49.023906,53.9354255,1
458,JAW1000,0,2003,4819,1087,930,5447,54806,60253,0,0.099386928,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,3,3.258013663,116.274142,4.240893,60.2575175,1
459,JAW1000,1,2003,5184,1087,973,2785,60253,63038,0,0.046221765,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,28,3,3.100503473,110.032534,1.382589,55.7075615,1
460,JEF1000,0,2002,5211,1300,1000,0,14400,14400,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,16.66666667,31.463902,1.290105,10.965403,1
461,JEF1003,0,2011,1725,241,254,-828,71208,70380,0,-0.011627907,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,145,22,1.316228514,113.548986,1.044294,56.5693322,1
462,JEF1003,1,2011,2090,241,253,-1971,70380,68409,0,-0.028005115,1,0,1,1,1,0,1,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,9,0,145,22,1.326470588,107.936359,1.522095,51.316007,1
463,JEF1004,0,2013,1158,301,407,-831,74975,74144,0,-0.011083695,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.133386578,118.319849,6.768703,73.63369114,1
464,JEF1004,1,2013,1523,301,431,17479,74144,91623,1,0.235743958,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2.284523779,127.771228,7.13737,50.41675317,1
465,JEL1001,0,2013,983,1405,1600,2311,32203,34514,0,0.0717635,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,144,11,0,106.693315,7.247899,56.970607,1
466,JEL1001,1,2013,1348,1405,1600,-1555,34514,32959,0,-0.045054181,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,144,11,0,114.448385,13.12606,63.7872225,1
467,JLC1000,0,2016,179,363,365,192,40800,40992,0,0.004705882,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,189.5,15,3.220588235,101.7312,1.430965,8.76016675,1
468,JLC1000,1,2016,544,363,367,1540,40992,42532,0,0.037568306,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,201,20,3.223067916,101.7312,15.12839,2.626776,1
469,JOH1002,0,1999,6129,974,985,20677,63789,84466,1,0.324146796,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3.381695904,113.306224,21.509344,87.39580925,1
470,JOH1010,0,2016,178,215,201,3396,56694,60090,0,0.059900519,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,23.5,5,1.446502275,114.889456,4.733483,111.1272912,1
471,JOH1010,1,2016,543,215,212,5923,60090,66013,0,0.098568813,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,2,23.5,5,1.439440839,110.434219,22.949968,81.244003,1
472,JSP1000,0,2011,1759,198,176,2928,50544,53472,0,0.057929725,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,0,40,10,1.15954416,91.596182,17.766926,102.7522278,1
473,JSP1000,1,2011,2124,198,191,11897,53472,65369,0,0.222490275,1,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,46,14,1.19375,97.197059,51.411039,111.4864447,1
474,KAI1000,0,2003,4915,2161,1679,23325,67392,90717,1,0.34610933,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,4.336137821,19.474102,10.86279,15.168446,1
475,KAJ1000,0,2016,177,156,145,504,46320,46824,0,0.010880829,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,63,10,1.051813472,93.450356,24.004843,72.6684514,1
476,KAJ1000,1,2016,542,156,147,5290,46824,52114,0,0.112976251,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,1,75.5,15,1.05484367,89.200957,14.12484,95.3204288,1
477,KAT1000,0,2004,4378,151,149,-321,25803,25482,0,-0.012440414,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,70.5,13,1.45517963,178.251484,18.191606,157.362983,1
478,KAT1000,1,2004,4743,151,158,814,25482,26296,0,0.031944117,1,0,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,0,72.5,14,1.785764742,145.232899,83.02424,116.756339,1
479,KCE1000,0,2013,1096,96,134,240,59598,59838,0,0.004026981,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,58.5,15,0.856639485,138.471272,56.821456,91.09779133,1
480,KCE1000,1,2013,1461,96,145,630,59838,60468,0,0.010528427,1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,3,58.5,15,0.923242755,104.346292,20.505188,97.41845667,1
481,KEL1004,0,2015,270,193,202,5598,59796,65394,0,0.093618302,1,0,1,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1.297210516,109.465658,10.238179,83.96992744,1
482,KEL1004,1,2015,635,193,209,7194,65394,72588,0,0.110010093,1,0,1,1,1,1,1,0,1,0,0,0,1,1,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,2,2,1.265620699,109.275306,27.048728,159.5630158,1
483,KEL1005,1,2016,201,324,319,13560,71964,85524,1,0.188427547,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1.489411372,105.188773,5.819709,106.6917103,1
484,KEN1003,0,2009,2545,263,261,17208,38204,55412,0,0.450424039,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,4,1,134,17,1.639618888,124.761457,35.508028,97.92486267,1
485,KEN1003,1,2009,2910,263,259,299,55412,55711,0,0.005395943,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,1,136,18,1.402223345,120.113707,4.713681,101.6706842,1
486,KPM1000,0,2010,2243,221,182,11544,57840,69384,0,0.199585062,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0,0,0,1.047821577,81.712072,3.895383,53.03305267,1
487,KPM1000,1,2010,2608,221,195,10073,69384,79457,1,0.145177563,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0.935878589,83.230227,2.879798,57.38792433,1
488,LAK1004,0,2016,94,235,236,2484,60108,62592,0,0.041325614,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.460570972,126.156526,77.262416,139.7351083,1
489,LAK1004,1,2016,459,235,244,-3432,62592,59160,0,-0.054831288,1,0,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,1.450153374,124.383804,25.396541,46.5373888,1
490,LAN1000,0,2003,4781,1205,1138,32675,71393,104068,1,0.457677924,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,2.869196894,101.062656,2.530405,51.7965305,1
491,LAN1002,0,2003,4769,402,444,1800,55560,57360,0,0.032397408,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,1,154.5,32,1.462419006,26.6361,1.044294,13.840197,1
492,LAN1002,1,2003,5134,402,429,16137,57360,73497,0,0.281328452,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,2,158.5,33,1.727667364,31.028302,7.733047,19.3806745,1
493,LAN1007,0,2012,1488,438,396,8547,62626,71173,0,0.136476863,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,90,17,1.953878728,94.814764,26.473673,81.3282412,1
494,LAN1007,1,2012,1853,438,455,1511,71173,72684,0,0.021229961,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,90,17,1.975392423,99.966112,12.338856,78.837512,1
495,LAN1009,0,2014,550,281,332,-7066,60749,53683,0,-0.116314672,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,44.5,6,1.754306258,113.325024,1.616344,74.0452245,1
496,LAN1009,1,2014,915,281,293,3523,53683,57206,0,0.06562599,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,51,12,1.752000626,105.123575,17.124652,84.813337,1
497,LAW5000,1,2017,36,149,200,4716,55092,59808,0,0.085602265,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,0,1,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14.42,6,0.871269876,69.372572,1.272586,69.71391567,1
498,LEC1001,0,2011,1766,657,303,-8561,64640,56079,0,-0.132441213,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,159.5,31,1.617183497,51.815266,82.103726,35.0631225,1
499,LEC1001,1,2011,2131,657,251,-24471,56079,31608,0,-0.436366554,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,160.5,32,1.54416422,38.78373,30.151989,35.75169638,1
500,LEE1002,1,2017,31,440,366,9360,72736,82096,1,0.128684558,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.645439097,59.202898,15.12839,74.1600135,1
501,LEM1002,0,2016,178,133,123,2112,41568,43680,0,0.050808314,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0.994226328,105.410506,1.044294,78.350451,1
502,LEM1002,1,2016,543,133,129,4025,43680,47705,0,0.092147436,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.84,4,0.992307692,105.775204,1.088233,82.23993133,1
503,LEO1003,1,2016,264,96,88,591,72534,73125,0,0.008147903,1,0,1,1,1,1,1,0,0,0,0,0,1,1,1,0,0,1,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,6,69,24,0.553230209,90.977868,443.141281,225.0182674,1
504,LIB1003,0,2013,1179,145,183,2520,52176,54696,0,0.048298068,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,27,11,1.378392364,138.932454,10.957735,150.8603794,1
505,LIB1003,1,2013,1544,145,164,2688,54696,57384,0,0.049144362,1,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,27,11,1.178367705,120.129228,5.352684,119.8821958,1
506,LIF1009,0,2015,368,374,222,67518,70620,138138,1,0.956074766,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,1.197706032,60.039911,36.82075,100.3928933,1
507,LIG1001,0,2016,4,120,124,31536,43176,74712,0,0.730405781,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,22,14,1.068371317,36.771849,1.044294,18.9080715,1
508,LIG1001,1,2016,369,120,126,-26400,74712,48312,0,-0.35335689,1,0,0,1,1,1,1,0,0,0,0,0,1,1,0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,30.5,19,0.627369097,129.908655,102.490569,192.043317,1
509,LIT1002,0,2013,914,419,469,-6642,73164,66522,0,-0.090782352,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,44,17,1.673076923,114.131596,16.945571,78.9259502,1
510,LIT1002,1,2013,1279,419,414,1159,66522,67681,0,0.017422807,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,47.5,18,1.624346527,102.606619,15.239721,77.4037024,1
511,LJG1000,0,1999,6164,886,1012,2043,42767,44810,0,0.047770477,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,119,33,4.330368417,9.036163,226.939447,117.987805,1
512,LJG1000,1,1999,6529,886,947,-7550,44810,37260,0,-0.168489177,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,142,46,3.867479882,30.368201,275.318327,152.843264,1
513,LOU1000,0,2011,1726,109,110,0,27630,27630,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,65,7,1.325732899,112.983296,153.943935,185.1648183,1
514,LOU1000,1,2011,2091,109,112,1380,27630,29010,0,0.049945711,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,69.5,11,1.349837134,109.936019,134.694452,150.5530344,1
515,LOV1002,0,2013,1264,191,196,5044,65049,70093,0,0.077541546,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.039518298,111.845346,56.444941,98.64401629,1
516,LOV1002,1,2013,1629,191,192,5957,70093,76050,1,0.084987089,1,0,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,1,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.945027478,107.184822,57.356088,83.97534271,1
517,LOW1001,0,2013,1008,195,219,-16680,57960,41280,0,-0.287784679,1,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,112.5,26,1.666304348,124.396417,30.955865,110.7163316,1
518,LOW1001,1,2013,1373,195,215,1056,41280,42336,0,0.025581395,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,112.5,26,1.796875,116.580437,21.331629,83.79233175,1
519,LUT1004,0,2010,2090,444,497,1501,71158,72659,0,0.021093904,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,2,350,25,2.242000654,178.251484,2.013938,94.7795606,1
520,LUT1004,1,2010,2455,444,483,-333,72659,72326,0,-0.004583052,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,7,0,350,25,2.133839698,165.915168,1.088233,117.9546058,1
521,LUT1006,1,2016,431,293,265,4608,72762,77370,1,0.06332976,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1.398532201,105.243039,382.215125,134.4808948,1
522,MAC1003,0,2008,2832,709,556,4863,58780,63643,0,0.082732222,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,1.816118048,86.816414,30.084351,58.4503825,1
523,MAC1003,1,2008,3197,709,602,9506,63643,73149,0,0.149364423,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,3,1.816118048,84.02771,12.280221,48.1539655,1
524,MAG1006,0,2011,1725,285,137,2106,23490,25596,0,0.089655172,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1.872158365,101.7312,15.12839,84.98837,1
525,MAN1012,0,2015,514,358,322,11321,62861,74182,0,0.180095767,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2.013114692,99.635197,12.543534,79.22130843,1
526,MAN1012,1,2015,879,358,354,3582,74182,77764,1,0.048286646,1,0,1,1,1,0,0,0,0,0,0,0,1,1,1,0,0,1,8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1.932689508,101.406501,1.088233,88.433732,1
